payment_id,natural_recovery_probability,retry_success_probability,nudge_success_probability,escalation_success_probability,net_value_wait,net_value_retry,net_value_nudge,net_value_escalate,incremental_value_retry,incremental_value_nudge,incremental_value_escalate,best_action
pay_028334_a2,0.01,0.1129,0.0916,0.091,4.99,51.32,30.71,-204.57,46.33,25.72,-209.56,RETRY
pay_028335_a3,0.01,0.1577,0.1162,0.1278,4.99,73.67,42.97,-186.25,68.68,37.98,-191.24,RETRY
pay_028336_a1,0.1985,0.3712,0.3374,0.2966,99.04,180.22,153.39,-102.0,81.18,54.35,-201.03,RETRY
pay_028337_a1,0.01,0.1553,0.0296,0.0569,4.99,72.48,-0.21,-221.59,67.49,-5.2,-226.58,RETRY
pay_028338_a2,0.01,0.032,0.0159,0.01,4.99,10.98,-7.06,-245.01,5.99,-12.05,-250.0,RETRY
pay_028339_a3,0.01,0.0151,0.01,0.01,4.99,2.55,-10.01,-245.01,-2.44,-15.0,-250.0,WAIT
pay_028340_a1,0.01,0.1289,0.0575,0.0707,4.99,59.33,13.69,-214.74,54.34,8.7,-219.73,RETRY
pay_028341_a2,0.01,0.1074,0.0234,0.0121,4.99,48.62,-3.31,-243.97,43.63,-8.3,-248.96,RETRY
pay_028342_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028343_a1,0.01,0.068,0.0428,0.01,4.99,28.92,6.35,-245.01,23.93,1.36,-250.0,RETRY
pay_028344_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028345_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028346_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028347_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028348_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028349_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028350_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028351_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028352_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028353_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028354_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028355_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028356_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028357_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028358_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028359_a4,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028360_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028361_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028362_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028363_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028364_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028365_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028366_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028367_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028368_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028369_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028370_a3,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028371_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028372_a1,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028373_a2,0.01,0.01,0.01,0.01,9.99,4.99,-5.01,-240.01,-5.0,-15.0,-250.0,WAIT
pay_028374_a1,0.2381,0.5963,0.3485,0.0612,475.97,1186.97,681.57,-127.73,711.0,205.6,-603.71,RETRY
pay_028375_a1,0.1938,0.5395,0.2674,0.0297,387.49,1073.49,519.59,-190.57,686.01,132.1,-578.06,RETRY
pay_028376_a2,0.1344,0.521,0.1982,0.01,268.62,1036.49,381.29,-230.01,767.87,112.67,-498.63,RETRY
pay_028377_a3,0.0662,0.4601,0.1342,0.01,132.39,914.77,253.21,-230.01,782.38,120.82,-362.4,RETRY
pay_028378_a4,0.01,0.3517,0.0576,0.01,19.99,698.09,100.19,-230.01,678.1,80.2,-250.0,RETRY
pay_028379_a1,0.2426,0.6448,0.367,0.1108,484.97,1283.97,718.65,-28.54,799.0,233.68,-513.51,RETRY
pay_028380_a1,0.1761,0.5512,0.2435,0.01,351.93,1096.93,471.71,-230.01,745.0,119.78,-581.94,RETRY
pay_028381_a1,0.2901,0.6009,0.4464,0.299,579.88,1196.17,877.34,347.73,616.29,297.46,-232.15,RETRY
pay_028382_a1,0.3382,0.66,0.4672,0.3527,676.14,1314.26,918.91,454.98,638.11,242.77,-221.16,RETRY
pay_028383_a1,0.2059,0.5075,0.3732,0.2284,411.6,1009.58,730.99,206.54,597.99,319.39,-205.06,RETRY
pay_028384_a2,0.1704,0.4929,0.3218,0.158,340.54,980.25,628.32,65.78,639.7,287.77,-274.76,RETRY
pay_028385_a3,0.1124,0.4106,0.2812,0.1095,224.73,815.79,547.05,-31.09,591.06,322.32,-255.82,RETRY
pay_028386_a1,0.147,0.3371,0.656,0.1242,146.83,331.76,640.3,-125.97,184.93,493.47,-272.8,NUDGE
pay_028387_a2,0.1086,0.3154,0.5981,0.0629,108.52,310.07,582.55,-187.21,201.55,474.02,-295.73,NUDGE
pay_028388_a1,0.1428,0.338,0.6327,0.1033,142.64,332.66,617.03,-146.85,190.02,474.4,-289.49,NUDGE
pay_028389_a1,0.1591,0.36,0.6476,0.1084,158.89,354.68,632.0,-141.67,195.78,473.1,-300.57,NUDGE
pay_028390_a2,0.1042,0.3127,0.5941,0.0868,104.09,307.35,578.55,-163.24,203.27,474.46,-267.32,NUDGE
pay_028391_a1,0.2902,0.4758,0.7594,0.1977,289.86,470.36,743.66,-52.52,180.5,453.8,-342.39,NUDGE
pay_028392_a2,0.1748,0.3761,0.6625,0.0754,174.58,370.7,646.88,-174.64,196.12,472.3,-349.22,NUDGE
pay_028393_a1,0.0332,0.2085,0.4869,0.0197,33.16,203.31,471.41,-230.35,170.15,438.25,-263.51,NUDGE
pay_028394_a2,0.01,0.1152,0.4189,0.01,9.99,110.12,403.45,-240.01,100.13,393.46,-250.0,NUDGE
pay_028395_a1,0.1375,0.3043,0.6059,0.1037,137.38,299.02,590.34,-146.38,161.64,452.96,-283.77,NUDGE
pay_028396_a2,0.1114,0.3369,0.5477,0.0186,111.28,331.52,532.13,-231.47,220.24,420.85,-342.74,NUDGE
pay_028397_a3,0.01,0.1623,0.471,0.01,9.99,157.14,455.53,-240.01,147.15,445.54,-250.0,NUDGE
pay_028398_a1,0.01,0.2209,0.4813,0.01,9.99,215.66,465.8,-240.01,205.67,455.81,-250.0,NUDGE
pay_028399_a1,0.01,0.1384,0.4478,0.01,9.99,133.31,432.32,-240.01,123.32,422.33,-250.0,NUDGE
pay_028400_a2,0.01,0.0941,0.3739,0.01,9.99,89.03,358.54,-240.01,79.04,348.55,-250.0,NUDGE
pay_028401_a3,0.01,0.0278,0.2734,0.01,9.99,22.76,258.16,-240.01,12.77,248.17,-250.0,NUDGE
pay_028402_a1,0.01,0.1345,0.4287,0.01,9.99,129.33,413.32,-240.01,119.34,403.33,-250.0,NUDGE
pay_028403_a2,0.01,0.0765,0.3633,0.01,9.99,71.38,347.91,-240.01,61.39,337.92,-250.0,NUDGE
pay_028404_a3,0.01,0.01,0.287,0.01,9.99,4.99,271.68,-240.01,-5.0,261.69,-250.0,NUDGE
pay_028405_a4,0.01,0.01,0.2418,0.01,9.99,4.99,226.6,-240.01,-5.0,216.61,-250.0,NUDGE
pay_028406_a1,0.01,0.0835,0.402,0.01,9.99,78.47,386.57,-240.01,68.48,376.58,-250.0,NUDGE
pay_028407_a2,0.01,0.01,0.2999,0.01,9.99,4.99,284.64,-240.01,-5.0,274.65,-250.0,NUDGE
pay_028408_a1,0.01,0.0147,0.2868,0.01,9.99,9.68,271.49,-240.01,-0.31,261.5,-250.0,NUDGE
pay_028409_a1,0.254,0.5575,0.3165,0.2278,253.72,551.9,301.18,-22.38,298.18,47.46,-276.1,RETRY
pay_028410_a2,0.1636,0.4782,0.2047,0.1213,163.39,472.68,189.52,-128.79,309.29,26.13,-292.18,RETRY
pay_028411_a1,0.3656,0.6695,0.4072,0.3253,365.26,663.79,391.78,75.01,298.53,26.52,-290.25,RETRY
pay_028412_a2,0.2687,0.5946,0.3171,0.2363,268.44,589.04,301.83,-13.91,320.6,33.39,-282.35,RETRY
pay_028413_a1,0.1609,0.4741,0.2236,0.0985,160.78,468.66,208.36,-151.55,307.87,47.57,-312.34,RETRY
pay_028414_a2,0.0526,0.4097,0.1182,0.0374,52.51,404.33,103.04,-212.66,351.82,50.53,-265.17,RETRY
pay_028415_a1,0.2755,0.5756,0.3282,0.218,275.27,570.07,312.86,-32.24,294.79,37.58,-307.51,RETRY
pay_028416_a1,0.1118,0.4244,0.1456,0.0343,111.64,418.96,130.42,-215.78,307.32,18.78,-327.42,RETRY
pay_028417_a2,0.0492,0.36,0.0846,0.01,49.2,354.66,69.48,-240.01,305.46,20.28,-289.21,RETRY
pay_028418_a1,0.01,0.2638,0.01,0.01,9.99,258.5,-5.01,-240.01,248.51,-15.0,-250.0,RETRY
pay_028419_a1,0.097,0.3989,0.1358,0.0804,96.9,393.48,120.65,-169.69,296.58,23.76,-266.58,RETRY
pay_028420_a1,0.1489,0.4548,0.2088,0.1103,148.78,449.37,193.56,-139.78,300.6,44.79,-288.56,RETRY
pay_028421_a2,0.102,0.4349,0.1335,0.0218,101.89,429.47,118.41,-228.24,327.58,16.51,-330.13,RETRY
pay_028422_a3,0.0957,0.4013,0.1275,0.0578,95.58,395.94,112.39,-192.27,300.36,16.81,-287.85,RETRY
pay_028423_a4,0.01,0.3276,0.0471,0.01,9.99,322.29,32.09,-240.01,312.3,22.1,-250.0,RETRY
pay_028424_a1,0.2576,0.334,0.6238,0.2009,205.84,261.83,483.42,-89.5,55.99,277.58,-295.34,NUDGE
pay_028425_a1,0.1442,0.1933,0.5414,0.059,115.25,149.42,417.6,-202.84,34.18,302.35,-318.09,NUDGE
pay_028426_a1,0.1612,0.2133,0.5554,0.0626,128.79,165.44,428.8,-199.97,36.65,300.01,-328.76,NUDGE
pay_028427_a1,0.1474,0.222,0.5416,0.027,117.75,172.39,417.75,-228.46,54.64,300.01,-346.21,NUDGE
pay_028428_a1,0.5176,0.7017,0.5971,0.5408,775.89,1046.82,880.07,560.66,270.93,104.17,-215.24,RETRY
pay_028429_a1,0.1728,0.3594,0.2765,0.2003,259.08,533.79,399.49,50.32,274.71,140.41,-208.76,RETRY
pay_028430_a2,0.0802,0.2381,0.1519,0.1241,120.19,351.9,212.72,-64.03,231.71,92.53,-184.22,RETRY
pay_028431_a3,0.0441,0.1927,0.0953,0.158,66.06,283.92,127.86,-13.16,217.85,61.8,-79.23,RETRY
pay_028432_a1,0.0127,0.1596,0.1098,0.0952,19.04,234.21,149.54,-107.35,215.16,130.5,-126.39,RETRY
pay_028433_a1,0.0823,0.2537,0.1913,0.1308,123.35,375.31,271.73,-53.95,251.96,148.38,-177.3,RETRY
pay_028434_a2,0.0374,0.1788,0.1266,0.0615,56.1,263.03,174.78,-157.86,206.92,118.68,-213.96,RETRY
pay_028435_a3,0.01,0.123,0.0579,0.01,14.99,179.44,71.77,-235.01,164.45,56.78,-250.0,RETRY
pay_028436_a1,0.01,0.0807,0.01,0.01,14.99,116.0,-0.01,-235.01,101.01,-15.0,-250.0,RETRY
pay_028437_a1,0.01,0.167,0.0729,0.0599,14.99,245.35,94.25,-160.26,230.36,79.26,-175.25,RETRY
pay_028438_a1,0.01,0.01,0.01,0.01,14.99,9.99,-0.01,-235.01,-5.0,-15.0,-250.0,WAIT
pay_028439_a1,0.2472,0.5561,0.3043,0.1926,741.27,1662.8,897.6,327.47,921.52,156.33,-413.8,RETRY
pay_028440_a2,0.1864,0.4587,0.2402,0.0854,558.96,1370.78,705.44,6.04,811.82,146.49,-552.91,RETRY
pay_028441_a3,0.1873,0.4817,0.2638,0.1344,561.73,1439.52,776.05,153.15,877.79,214.32,-408.58,RETRY
pay_028442_a4,0.0941,0.4038,0.1437,0.0179,282.35,1206.13,415.83,-196.41,923.78,133.49,-478.75,RETRY
pay_028443_a1,0.238,0.5233,0.2718,0.2057,713.81,1564.34,800.06,366.75,850.53,86.25,-347.06,RETRY
pay_028444_a2,0.1835,0.4982,0.2158,0.0876,550.47,1489.06,632.27,12.61,938.59,81.81,-537.86,RETRY
pay_028445_a3,0.1302,0.3803,0.1473,0.0699,390.6,1135.66,426.67,-40.24,745.05,36.06,-430.85,RETRY
pay_028446_a1,0.2924,0.6007,0.3106,0.1846,876.84,1796.62,916.51,303.65,919.79,39.67,-573.19,RETRY
pay_028447_a2,0.1559,0.4142,0.1948,0.0434,467.4,1237.17,569.08,-119.76,769.78,101.69,-587.15,RETRY
pay_028448_a3,0.1426,0.4073,0.2022,0.0505,427.56,1216.62,591.43,-98.68,789.07,163.87,-526.24,RETRY
pay_028449_a4,0.0745,0.37,0.0935,0.0153,223.3,1104.52,265.44,-204.19,881.22,42.14,-427.49,RETRY
pay_028450_a1,0.2743,0.5196,0.296,0.2065,822.56,1553.16,872.71,369.35,730.6,50.15,-453.21,RETRY
pay_028451_a2,0.228,0.5314,0.2518,0.1384,683.83,1588.61,740.25,164.96,904.78,56.42,-518.87,RETRY
pay_028452_a3,0.1593,0.4403,0.2446,0.0501,477.72,1315.53,718.63,-99.69,837.81,240.91,-577.42,RETRY
pay_028453_a4,0.0256,0.2885,0.0682,0.01,76.88,860.11,189.63,-220.01,783.23,112.75,-296.89,RETRY
pay_028454_a1,0.1913,0.4443,0.2447,0.1355,573.69,1327.44,718.99,156.46,753.74,145.3,-417.24,RETRY
pay_028455_a2,0.1454,0.4346,0.2097,0.0764,435.99,1298.31,613.76,-20.99,862.32,177.77,-456.98,RETRY
pay_028456_a3,0.0882,0.3551,0.1462,0.013,264.48,1060.06,423.42,-210.91,795.58,158.94,-475.4,RETRY
pay_028457_a4,0.01,0.3163,0.0541,0.01,29.99,943.51,147.16,-220.01,913.52,117.17,-250.0,RETRY
pay_028458_a1,0.1274,0.4103,0.1663,0.0503,382.15,1225.37,483.82,-99.27,843.22,101.67,-481.42,RETRY
pay_028459_a2,0.0892,0.4222,0.1194,0.01,267.49,1261.25,343.14,-220.01,993.76,75.65,-487.5,RETRY
pay_028460_a1,0.1757,0.4609,0.2262,0.1098,526.79,1377.21,663.45,79.27,850.42,136.66,-447.52,RETRY
pay_028461_a1,0.1308,0.1595,0.1807,0.2185,65.25,74.58,75.18,-140.96,9.33,9.93,-206.21,NUDGE
pay_028462_a1,0.1077,0.1158,0.2024,0.2334,53.73,52.8,85.97,-133.53,-0.93,32.25,-187.26,NUDGE
pay_028463_a1,0.01,0.0401,0.028,0.0994,4.99,14.99,-1.05,-200.4,10.0,-6.04,-205.39,RETRY
pay_028464_a1,0.0175,0.0234,0.0585,0.1289,8.71,6.69,14.21,-185.68,-2.03,5.5,-194.39,NUDGE
pay_028465_a1,0.1066,0.1329,0.1785,0.1942,53.22,61.31,74.07,-153.08,8.09,20.85,-206.3,NUDGE
pay_028466_a2,0.0674,0.0683,0.1535,0.1388,33.63,29.06,61.62,-180.76,-4.57,27.98,-214.39,NUDGE
pay_028467_a3,0.01,0.01,0.01,0.0225,4.99,-0.01,-10.01,-238.76,-5.0,-15.0,-243.75,WAIT
pay_028468_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028469_a1,0.0602,0.1013,0.1408,0.138,30.05,45.55,55.28,-181.15,15.51,25.23,-211.2,NUDGE
pay_028470_a2,0.0264,0.0263,0.1404,0.1364,13.18,8.1,55.05,-181.94,-5.08,41.86,-195.12,NUDGE
pay_028471_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028472_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028473_a1,0.01,0.0157,0.0507,0.0947,4.99,2.84,10.29,-202.76,-2.15,5.3,-207.75,NUDGE
pay_028474_a1,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028475_a2,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028476_a1,0.019,0.0664,0.0973,0.1309,9.48,28.15,33.56,-184.67,18.67,24.08,-194.15,NUDGE
pay_028477_a2,0.01,0.01,0.0157,0.0651,4.99,-0.01,-7.16,-217.52,-5.0,-12.15,-222.51,WAIT
pay_028478_a3,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028479_a4,0.01,0.01,0.01,0.01,4.99,-0.01,-10.01,-245.01,-5.0,-15.0,-250.0,WAIT
pay_028480_a1,0.0216,0.0327,0.1091,0.1093,10.8,11.34,39.45,-195.46,0.54,28.65,-206.26,NUDGE
pay_028481_a2,0.01,0.01,0.0202,0.0268,4.99,-0.01,-4.9,-236.64,-5.0,-9.89,-241.63,WAIT
pay_028482_a1,0.3714,0.5347,0.4484,0.4484,371.06,529.13,432.97,197.93,158.06,61.91,-173.13,RETRY
pay_028483_a2,0.2913,0.4592,0.3974,0.3625,291.02,453.77,381.99,112.1,162.76,90.97,-178.91,RETRY
pay_028484_a1,0.4244,0.5965,0.5083,0.5172,423.96,590.86,492.84,266.65,166.9,68.88,-157.31,RETRY
pay_028485_a1,0.3428,0.5151,0.4287,0.3968,342.42,509.56,413.32,146.44,167.15,70.9,-195.97,RETRY
pay_028486_a2,0.2975,0.4708,0.4006,0.3828,297.24,465.32,385.2,132.44,168.09,87.96,-164.8,RETRY
pay_028487_a3,0.2344,0.3767,0.3019,0.3342,234.21,371.29,286.58,83.86,137.09,52.38,-150.35,RETRY
pay_028488_a4,0.1771,0.3285,0.242,0.2727,176.89,323.14,226.78,22.45,146.25,49.89,-154.44,RETRY
pay_028489_a1,0.761,0.7364,0.7482,0.7594,1140.79,1098.87,1106.51,888.38,-41.93,-34.29,-252.42,WAIT
pay_028490_a1,0.1455,0.3387,0.2521,0.1749,116.25,265.65,186.41,-110.28,149.4,70.16,-226.53,RETRY
pay_028491_a1,0.01,0.149,0.0524,0.01,7.99,114.03,26.89,-242.01,106.04,18.9,-250.0,RETRY
pay_028492_a2,0.01,0.0682,0.01,0.01,7.99,49.52,-7.01,-242.01,41.53,-15.0,-250.0,RETRY
pay_028493_a3,0.01,0.0329,0.01,0.01,7.99,21.3,-7.01,-242.01,13.31,-15.0,-250.0,RETRY
pay_028494_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028495_a1,0.01,0.1528,0.0272,0.01,7.99,117.07,6.77,-242.01,109.08,-1.22,-250.0,RETRY
pay_028496_a2,0.01,0.0913,0.0126,0.01,7.99,67.91,-4.9,-242.01,59.92,-12.89,-250.0,RETRY
pay_028497_a3,0.01,0.0386,0.01,0.01,7.99,25.86,-7.01,-242.01,17.87,-15.0,-250.0,RETRY
pay_028498_a1,0.0155,0.1982,0.1223,0.0789,12.35,153.38,82.75,-186.99,141.02,70.4,-199.35,RETRY
pay_028499_a2,0.01,0.243,0.1123,0.0224,7.99,189.18,74.71,-232.08,181.19,66.72,-240.07,RETRY
pay_028500_a1,0.01,0.0812,0.01,0.01,7.99,59.87,-7.01,-242.01,51.88,-15.0,-250.0,RETRY
pay_028501_a1,0.01,0.0714,0.01,0.01,7.99,52.02,-7.01,-242.01,44.03,-15.0,-250.0,RETRY
pay_028502_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028503_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028504_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028505_a1,0.01,0.0229,0.01,0.01,7.99,13.33,-7.01,-242.01,5.34,-15.0,-250.0,RETRY
pay_028506_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028507_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028508_a4,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028509_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028510_a1,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028511_a2,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028512_a3,0.01,0.01,0.01,0.01,7.99,2.99,-7.01,-242.01,-5.0,-15.0,-250.0,WAIT
pay_028513_a1,0.01,0.0298,0.01,0.01,7.99,18.78,-7.01,-242.01,10.79,-15.0,-250.0,RETRY
pay_028514_a1,0.01,0.0557,0.01,0.01,7.99,39.5,-7.01,-242.01,31.51,-15.0,-250.0,RETRY
pay_028515_a1,0.4531,0.5989,0.5697,0.4517,679.17,892.72,839.02,427.13,213.56,159.86,-252.04,RETRY
pay_028516_a2,0.3809,0.5277,0.5018,0.3628,571.04,786.09,737.22,293.84,215.06,166.18,-277.19,RETRY
pay_028517_a3,0.3061,0.4535,0.4632,0.3032,458.78,674.78,679.28,204.46,216.0,220.5,-254.33,NUDGE
pay_028518_a4,0.2073,0.2965,0.3543,0.2117,310.71,439.46,516.17,67.38,128.75,205.46,-243.32,NUDGE
pay_028519_a1,0.4205,0.5311,0.5512,0.4344,630.29,791.18,811.18,401.12,160.89,180.89,-229.17,NUDGE
pay_028520_a2,0.3707,0.4844,0.458,0.4009,555.67,721.14,671.54,350.94,165.48,115.88,-204.72,RETRY
pay_028521_a1,0.5404,0.6942,0.6547,0.552,810.05,1035.67,966.43,577.49,225.62,156.38,-232.55,RETRY
pay_028522_a2,0.4624,0.5809,0.5519,0.4959,693.08,865.77,812.3,493.34,172.69,119.22,-199.73,RETRY
pay_028523_a3,0.3936,0.543,0.5414,0.4033,589.96,809.02,796.53,354.54,219.06,206.57,-235.42,RETRY
pay_028524_a4,0.3088,0.4559,0.4206,0.2586,462.91,678.43,615.55,137.66,215.52,152.64,-325.26,RETRY
pay_028525_a1,0.3327,0.4764,0.4789,0.3641,498.65,709.16,702.84,295.78,210.51,204.19,-202.88,RETRY
pay_028526_a1,0.4425,0.4788,0.4207,0.5314,442.05,473.32,405.3,280.91,31.27,-36.75,-161.13,RETRY
pay_028527_a2,0.406,0.4617,0.402,0.5114,405.55,456.23,386.61,260.84,50.69,-18.94,-144.7,RETRY
pay_028528_a3,0.3117,0.3703,0.2774,0.3835,311.37,364.97,262.12,133.12,53.59,-49.25,-178.25,RETRY
pay_028529_a4,0.3039,0.3236,0.3014,0.3934,303.61,318.31,286.08,143.03,14.7,-17.53,-160.58,RETRY
pay_028530_a1,0.4796,0.545,0.4231,0.6192,479.09,539.49,407.71,368.56,60.4,-71.37,-110.53,RETRY
pay_028531_a2,0.4231,0.4348,0.3967,0.5483,422.7,429.39,381.29,297.71,6.68,-41.41,-124.99,RETRY
pay_028532_a1,0.348,0.3924,0.3432,0.5217,695.63,779.42,670.97,792.88,83.79,-24.66,97.25,ESCALATE
pay_028533_a1,0.3256,0.3536,0.3337,0.4639,650.82,701.75,652.03,677.42,50.93,1.21,26.59,RETRY
pay_028534_a2,0.2328,0.2754,0.1877,0.4104,465.3,545.54,360.29,570.33,80.24,-105.01,105.03,ESCALATE
pay_028535_a3,0.2216,0.2746,0.2025,0.3541,442.89,543.85,389.83,457.88,100.96,-53.06,14.98,RETRY
pay_028536_a4,0.15,0.2228,0.1582,0.3064,299.92,440.39,301.33,362.48,140.47,1.41,62.57,RETRY
pay_028537_a1,0.1341,0.1691,0.0978,0.2715,268.03,332.97,180.52,292.75,64.94,-87.51,24.72,RETRY
pay_028538_a2,0.0913,0.1616,0.1147,0.2649,182.46,318.08,214.32,279.49,135.62,31.86,97.03,RETRY
pay_028539_a3,0.01,0.0149,0.01,0.1165,19.99,24.85,4.99,-17.09,4.86,-15.0,-37.08,RETRY
pay_028540_a4,0.01,0.01,0.01,0.1122,19.99,14.99,4.99,-25.81,-5.0,-15.0,-45.8,WAIT
pay_028541_a1,0.3729,0.5998,0.5008,0.3415,3728.15,5992.65,4992.64,3164.79,2264.5,1264.49,-563.36,RETRY
pay_028542_a2,0.3032,0.5089,0.437,0.2705,3032.13,5083.82,4354.75,2454.89,2051.69,1322.61,-577.25,RETRY
pay_028543_a3,0.2458,0.4653,0.4008,0.2172,2457.97,4647.57,3992.36,1921.32,2189.6,1534.39,-536.65,RETRY
pay_028544_a1,0.2046,0.4377,0.3463,0.168,2045.55,4371.28,3447.28,1429.76,2325.73,1401.73,-615.79,RETRY
pay_028545_a2,0.1121,0.3651,0.2491,0.0812,1120.73,3645.44,2475.63,562.38,2524.71,1354.9,-558.35,RETRY
pay_028546_a3,0.0422,0.2417,0.1721,0.01,421.69,2411.3,1706.11,-150.01,1989.6,1284.42,-571.7,RETRY
pay_028547_a1,0.1505,0.3405,0.3028,0.116,1504.69,3400.04,3012.25,910.19,1895.35,1507.55,-594.5,RETRY
pay_028548_a2,0.0961,0.3108,0.1938,0.0803,961.32,3102.69,1922.73,552.99,2141.38,961.41,-408.33,RETRY
pay_028549_a3,0.0219,0.24,0.1388,0.0269,219.17,2394.55,1372.82,19.02,2175.39,1153.65,-200.15,RETRY
pay_028550_a4,0.01,0.1837,0.0761,0.01,99.99,1831.46,745.83,-150.01,1731.47,645.84,-250.0,RETRY
pay_028551_a1,0.1656,0.359,0.2744,0.1444,1656.1,3584.91,2728.93,1193.37,1928.81,1072.83,-462.73,RETRY
